VENDEDOR	CLIENTE	ROTULO	Pedido de Venda	Status OP	DESCRICAO	OP	COD.CAPACIDADE	CAPACIDADE	TIPO	DATA ENTRADA	DATA PREPARACAO	DATA LITOGRAFIA	DATA MONSTAGEM	DATA ENTREGA	QUANTIDADE PEDIDO	QTDE FOLHAS	QTDE POR FOLHA	VERNIZ.INT 01	VERNIZ.INT 02	ESMALTE	REVESTIMENTO	VERNIZ.ACABAMENTO	PREPARACAO	1a.COR	2a.COR	3a.COR	4a.COR	5a.COR	6a.COR	7a.COR	8a.COR	LITOGRAFIA	FECHAMENTO	Neck IN	Qtde.OP	Qtde.Faturada	Data Faturada	Nota Fiscal	Saldo.OP	OP.Faturada	Estado.Entrega	Cidade Entrega	OBS. da OP	Fechamento	Verniz CP	Verniz TP	Verniz FD	Verniz ARG	Total.Fat	Status Pela Tolerancia
FABIO	MARCOBI IND. E COM. LTDA	361.0140.02.0	39872013	Finalizada	3,6S- MARCOBI  TINTAS (COLORIDO)	61432013	361	GALÃO-S.	LATA	18/03/2013	13/04/2013	17/04/2013	18/04/2013	20/04/2013	1000	262	4			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERDE PREPARADO	VERMELHO TRANSPARENTE	AZUL VIWACRIL	AMARELO MEDIO					FA	NÃO	1000	961	09/05/2013	23863	39	61432013	SP	SANTANA DE PARNAIBA		SOLDA	NAT	VEX	VEX		961	Finalizada
FABIO	ISOCOR COMERCIO DE TINTAS LTDA	360.1237.01.0	39882013	Finalizada	3,6A- RENOVE  ESMALTE SINT. BASE AGUA	61442013	360	GALÃO-A.	LATA	18/03/2013	15/03/2013	19/03/2013	20/03/2013	22/03/2013	2000	525	4	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		VERMELHO TRANSPARENTE	AZUL DURAMAR	AZUL EUROPA	AMARELO BANDEIRA	MAGENTA BERTONCINI					FA - C/Visor	NÃO	2000	2070	09/04/2013	23020	-70	61442013	BA	CAMAÇARI		AGRAFADO	VI	VZ	VZ	VZ	2070	Finalizada
DALTON	MAXI-RUBBER IND. QUIMICA LTDA	120.0138.01.1	39902013	Finalizada	120- ME303 MAXI RUBBER  CERA  AUTOMOTIVA  200G	61452013	120	Ø120 (AUTO).	LATA REPUXO	18/03/2013	14/03/2013	18/03/2013	19/03/2013	21/03/2013	20000	0	0		EPOXI FENOLICO	ESMALTE BRANCO POLIESTER	COM VERNIZ	VERNIZ ACABAMENTO POLIESTER		AMARELO EUROPA	AZUL EUROPA	MAGENTA EUROPA	PRETO						TP	NÃO	20000	10000	19/03/2013	222467	10000	61452013	SP	DIADEMA		REPUXO	VI	VZ	VZ		10000	Finalizada
DALTON	FORMILINE IND. DE LAMINADOS LTDA	361.0430.02.0	39922013	Finalizada	3,6S- EM140  G-MAD FORMICA ADESIVO DE CONTATO	61462013	361	GALÃO-S.	LATA	18/03/2013	14/03/2013	18/03/2013	19/03/2013	21/03/2013	6000	1575	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	LARANJA RILAPLAST	VERMELHO LINOVA	AZUL EUROPA	VERDE PREPARADO					FA	SIM	6000	1127	21/03/2013	22526	4873	61462013	SP	SUZANO	URGENTE	SOLDA	NAT	VEX	VEX	VEX	5336	Finalizada
DALTON	FORMILINE IND. DE LAMINADOS LTDA	361.0430.02.0	39922013	Finalizada	3,6S- EM140  G-MAD FORMICA ADESIVO DE CONTATO	61462013	361	GALÃO-S.	LATA	18/03/2013	14/03/2013	18/03/2013	19/03/2013	21/03/2013																						4209	21/03/2013	22557	664		SP	SUZANO	URGENTE	SOLDA	NAT	VEX	VEX	VEX	5336	Finalizada
DALTON	KILLING S/A  TINTAS E ADESIVOS	361.1233.05.0	39942013	Finalizada	3,6S- KILLING  ESMALTE  POLIURETANO   BASE AGUA	61472013	361	GALÃO-S.	LATA	18/03/2013	25/03/2013	29/03/2013	30/03/2013	01/04/2013	1104	290	4		EPOXI FENOLICO	ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM											FA - C/Visor	NÃO	1104	1150	06/04/2013	22965	-46	61472013	RS	NOVO HAMBURGO			VI	VZ	VZ	VZ	1150	Finalizada
SANDRA	QUIMICA INDUSTRIAL BORGHESI LTDA	360.0898.01.0	38372013	Finalizada	3,6A- LINCE  GENERICO  FAIXA VERDE	61482013	360	GALÃO-A.	LATA	18/03/2013	18/03/2013	22/03/2013	23/03/2013	25/03/2013	2000	525	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	VERDE AUDI	PRETO							FA	NÃO	2000	1074	29/04/2013	23564	926	61482013	SP	RAFARD		AGRAFADO	NAT	VEX	VEX	VEX	2148	Finalizada
SANDRA	QUIMICA INDUSTRIAL BORGHESI LTDA	360.0898.01.0	38372013	Finalizada	3,6A- LINCE  GENERICO  FAIXA VERDE	61482013	360	GALÃO-A.	LATA	18/03/2013	18/03/2013	22/03/2013	23/03/2013	25/03/2013																						1074	29/04/2013	0	-148		SP	RAFARD		AGRAFADO	NAT	VEX	VEX	VEX	2148	Finalizada
CLAUDIO FRANCO DA ROCHA	DENVER IMPERMEABILIZANTES IND.E COM,LTDA	142.0103.05.0	40032013	Finalizada	MEIO 1/4 DENVER GENÉRICO "B" 330G	61492013	142	¼ ESPECIAL.	LATA	18/03/2013	15/03/2013	19/03/2013	20/03/2013	22/03/2013	10000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		LARANJA DENVER	PRETO								FA	NÃO	10000	10080	30/03/2013	22737	-80	61492013	SP	SUZANO		SOLDA	NAT	VEX	VEX	VEX	10080	Finalizada
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	361.0088.30.0	40062013	Finalizada	3,6S- BRASIMIX  SISTEMA MIXING UNIV. BRANCO S/ALCA	61502013	361	GALÃO-S.	LATA	18/03/2013	14/03/2013	18/03/2013	19/03/2013	21/03/2013	3000	788	4				SEM VZ INTERNO	ACABAMENTO COMUM		AZUL DURAMAR	BRANCO BRILTINTAS	AMARELO EUROPA	VERMELHO LINOVA	BRANCO BRILTINTAS 2ªPASS					FA	NÃO	3000	3000	21/03/2013	22558	0	61502013	SP	MATÃO		SOLDA	NAT	VEX	VEX	VEX	3000	Finalizada
CLAUDIO FRANCO DA ROCHA	PULVITEC DO BRASIL IND.COM.COLAS ADESIVOS LTDA	141.0592.01.0	38162013	Finalizada	¼GLS- POLY PLAC  COLA DE CONT. EXTRA  FORTE 750G	61512013	141	¼  (S).	LATA	19/03/2013	15/03/2013	19/03/2013	20/03/2013	22/03/2013	5000	375	14			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA									FA	NÃO	5000	5000	02/04/2013	22787	0	61512013	SP	SÃO PAULO			NAT	VEX	VEX	VEX	5000	Finalizada
DALTON	RHAI IND. E COM. DE MASSAS PLÁSTICA LTDA	900.0282.01.0	37012013	Finalizada	900ML- RHAI  LINHA  SOLVENTE	61522013	900	900ML-83,5.	LATA	19/03/2013	18/03/2013	22/03/2013	23/03/2013	25/03/2013	35000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	VERMELHO LINOVA								Ø24	NÃO	35000	34498	26/03/2013	22660	502	61522013	PR	CAMPINA GRANDE DO SU		SOLDA	NAT	VEX	VEX		34498	Finalizada
CLAUDIO FRANCO DA ROCHA	C & E COMERCIAL E INDUSTRIAL LTDA. EPP	900.0931.05.0	39962013	Finalizada	900ML-  MACHADO  IMPERMEABILIZANTE  AMARELA	61532013	900	900ML-83,5.	LATA	19/03/2013	15/04/2013	19/04/2013	20/04/2013	22/04/2013	7000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO BANDEIRA	VERMELHO LINOVA	AZUL EUROPA							Ø24	NÃO	7000	6713	29/04/2013	23585	287	61532013	MG	JACUTINGA			NAT	VEX	VEX		6713	Finalizada
DALTON	FORMILINE IND. DE LAMINADOS LTDA	361.0430.01.1	39982013	Finalizada	3,6S- EM102 FORMICA  ADESIVO  DE  CONTATO	61542013	361	GALÃO-S.	LATA	19/03/2013	14/03/2013	18/03/2013	19/03/2013	21/03/2013	7000	1838	4			ESM.BRANCO FORMICA	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	PRETO	VERMELHO LINOVA							FA	NÃO	7000	6794	21/03/2013	22527	206	61542013	SP	SUZANO		SOLDA	NAT	VEX	VEX	VEX	7000	Finalizada
DALTON	FORMILINE IND. DE LAMINADOS LTDA	361.0430.01.1	39982013	Finalizada	3,6S- EM102 FORMICA  ADESIVO  DE  CONTATO	61542013	361	GALÃO-S.	LATA	19/03/2013	14/03/2013	18/03/2013	19/03/2013	21/03/2013																						206	22/03/2013	22560	0		SP	SUZANO		SOLDA	NAT	VEX	VEX	VEX	7000	Finalizada
FABIO	JRC TINTAS E VERNIZES LTDA EPP	361.1283.03.0	39972013	Finalizada	3,6S- NOVALUX   INDUSTRIA	61552013	361	GALÃO-S.	LATA	19/03/2013	22/03/2013	26/03/2013	27/03/2013	29/03/2013	1500	394	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		MAGENTA EUROPA									FA	NÃO	1500	1633	05/04/2013	22940	-133	61552013	SP	COTIA			NAT	VEX	VEX	VEX	1633	Finalizada
FABIO	JRC TINTAS E VERNIZES LTDA EPP	140.1540.05.0	39972013	Finalizada	¼GLA-CHAPADO BRANCO S/VZ 	61562013	140	¼  (A).	LATA	19/03/2013	14/03/2013	18/03/2013	19/03/2013	21/03/2013	504	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM											FA	NÃO	504	504	05/06/2013	24633	0	61562013	SP	COTIA		AGRAFADO	NAT	NAT	NAT	NAT	504	Finalizada
DALTON	KILLING BAHIA TINTAS E ADESIVOS LTDA.	361.1233.02.0	39992013	Finalizada	3,6S- KILLING  KISAFIX	61572013	361	GALÃO-S.	LATA	19/03/2013	25/03/2013	29/03/2013	30/03/2013	01/04/2013	1288	338	4				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO OPACO 2ªPASS	AZUL PREPARADO	VERMELHO PREPARADO	OURO VIWACRIL	BRANCO OPACO					FA	SIM	1288	1288	25/03/2013	22630	0	61572013	BA	SIMÕES FILHO		SOLDA	NAT	VEX	VEX	VEX	1288	Finalizada
DALTON	KILLING BAHIA TINTAS E ADESIVOS LTDA.	361.1233.02.0	39992013	Finalizada	3,6S- KILLING  KISAFIX	61582013	361	GALÃO-S.	LATA	19/03/2013	01/04/2013	05/04/2013	06/04/2013	08/04/2013	1288	338	4				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO OPACO 2ªPASS	AZUL PREPARADO	VERMELHO PREPARADO	OURO VIWACRIL	BRANCO OPACO					FA	SIM	1288	1288	08/04/2013	22988	0	61582013	BA	SIMÕES FILHO		SOLDA	NAT	VEX	VEX	VEX	1288	Finalizada
DALTON	KILLING BAHIA TINTAS E ADESIVOS LTDA.	361.1233.02.0	39992013	Finalizada	3,6S- KILLING  KISAFIX	61592013	361	GALÃO-S.	LATA	19/03/2013	08/04/2013	12/04/2013	13/04/2013	15/04/2013	1288	338	4				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO OPACO 2ªPASS	AZUL PREPARADO	VERMELHO PREPARADO	OURO VIWACRIL	BRANCO OPACO					FA	SIM	1288	1288	30/03/2013	22751	0	61592013	BA	SIMÕES FILHO		SOLDA	NAT	VEX	VEX	VEX	1288	Finalizada
DALTON	KILLING BAHIA TINTAS E ADESIVOS LTDA.	361.1233.02.0	39992013	Finalizada	3,6S- KILLING  KISAFIX	61602013	361	GALÃO-S.	LATA	19/03/2013	15/04/2013	19/04/2013	20/04/2013	22/04/2013	1288	338	4				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO OPACO 2ªPASS	AZUL PREPARADO	VERMELHO PREPARADO	OURO VIWACRIL	BRANCO OPACO					FA	SIM	1288	1288	30/03/2013	22751	0	61602013	BA	SIMÕES FILHO		SOLDA	NAT	VEX	VEX	VEX	1288	Finalizada
CLAUDIO FRANCO DA ROCHA	ADVANCE TINTAS E VERNIZES LTDA	900.0003.02.0	40002013	Finalizada	900ML - ADVANCE VERMELHO	61612013	900	900ML-83,5.	LATA	19/03/2013	26/03/2013	30/03/2013	31/03/2013	02/04/2013	7000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO EUROPA	AMARELO PADRÃO	PRETO	MAGENTA EUROPA						Ø24	NÃO	7000	7380	05/04/2013	22919	-380	61612013	SP	INDAIATUBA		SOLDA	NAT	VEX	VEX		7380	Finalizada
FABIO	MDS IND. DE TINTAS E TEXTURA LTDA. EPP	360.1167.02.0	40012013	Finalizada	3,6A- MDS RENOVE RESID.NOVA FORM COMPLEM.AMARELO	61622013	360	GALÃO-A.	LATA	19/03/2013	15/04/2013	19/04/2013	20/04/2013	22/04/2013	1500	394	4	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		MAGENTA BERTONCINI	AMARELO BANDEIRA	PRETO	PRETO RETICULADO	AZUL DURAMAR					FA	NÃO	1500	1470	22/05/2013	24267	30	61622013	SP	SÃO PEDRO		AGRAFADO	VI	VZ	VZ	VZ	1470	Finalizada
FABIO	MDS IND. DE TINTAS E TEXTURA LTDA. EPP	360.1167.04.0	40012013	Finalizada	3,6A- MDS  RENOVE  RESID. NOVA  FORM STAND AZUL	61632013	360	GALÃO-A.	LATA	19/03/2013	18/03/2013	22/03/2013	23/03/2013	25/03/2013	1500	394	4	EPOXI FENOLICO			COM VERNIZ	ACABAMENTO COMUM		MAGENTA BERTONCINI	BRANCO BRILTINTAS	AZUL CYAN	AMARELO BANDEIRA	PRETO					FA - C/Visor	NÃO	1500	1319	30/04/2013	23611	181	61632013	SP	SÃO PEDRO		AGRAFADO	VI	VZ	VZ	VZ	1319	Finalizada
DALTON	MAXI-RUBBER IND. QUIMICA LTDA	141.0138.14.0	40112013	Finalizada	¼GLS- ME198  MAXI COLOURS  PRETO SEMI-BRILHO  	61642013	141	¼  (S).	LATA	19/03/2013	14/03/2013	18/03/2013	19/03/2013	21/03/2013	10000	750	14			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL DURAMAR	MAGENTA EUROPA	AMARELO EUROPA	PRETO RETICULADO	PRETO					FA	SIM	10000				10000		SP	DIADEMA		SOLDA	NAT	VEX	VEX	VEX	0	Finalizada
CLAUDIO FRANCO DA ROCHA	INDUSPOL IND.E COM.DE POLIMEROS LTDA	995.0653.03.0	40132013	Finalizada	MP1- MEKOL COLA PLASTICA BRANCA 1KG	61652013	995	MP.	LATA	19/03/2013	26/03/2013	30/03/2013	31/03/2013	02/04/2013	17000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL PREPARADO	PRETO	VERMELHO LINOVA							TP4	NÃO	17000	18600	26/04/2013	23517	-1600	61652013	SP	JANDIRA		SOLDA	NAT	NAT	NAT		18600	Finalizada
FABIO	QUIMICA NACIONAL QUIMIONAL LTDA	140.0205.01.0	40072013	Finalizada	¼GLA- QUIMIONAL  COLA	61662013	140	¼  (A).	LATA	19/03/2013	25/03/2013	29/03/2013	30/03/2013	01/04/2013	6000	0	0	EPOXI FENOLICO		ESM.BRANCO COMUM	COM VERNIZ	ACABAMENTO COMUM		PRETO	AZUL EUROPA	LARANJA RILAPLAST	VERMELHO LINOVA						FA	NÃO	6000	5644	02/04/2013	22795	356	61662013	SP	DIADEMA		AGRAFADO	VI	VZ	VZ	VZ	6000	Finalizada
FABIO	QUIMICA NACIONAL QUIMIONAL LTDA	140.0205.01.0	40072013	Finalizada	¼GLA- QUIMIONAL  COLA	61662013	140	¼  (A).	LATA	19/03/2013	25/03/2013	29/03/2013	30/03/2013	01/04/2013																						356	10/04/2013	23056	0		SP	DIADEMA		AGRAFADO	VI	VZ	VZ	VZ	6000	Finalizada
FABIO	QUIMICA NACIONAL QUIMIONAL LTDA	361.0205.03.0	40072013	Finalizada	3,6S- QUIMIONAL COLA	61672013	361	GALÃO-S.	LATA	19/03/2013	25/03/2013	29/03/2013	30/03/2013	01/04/2013	2500	656	4	EPOXI FENOLICO		ESM.BRANCO COMUM	COM VERNIZ	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	AZUL EUROPA	LARANJA RILAPLAST						FA	NÃO	2500	2500	02/04/2013	22795	0	61672013	SP	DIADEMA			VI	VZ	VZ	VZ	2500	Finalizada
FABIO	QUIMICA NACIONAL QUIMIONAL LTDA	361.0205.03.0	40082013	Finalizada	3,6S- QUIMIONAL COLA	61682013	361	GALÃO-S.	LATA	19/03/2013	25/03/2013	29/03/2013	30/03/2013	01/04/2013	600	158	4	EPOXI FENOLICO		ESM.BRANCO COMUM	COM VERNIZ	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	AZUL EUROPA	LARANJA RILAPLAST						Ø42	NÃO	600	552	10/04/2013	23056	48	61682013	SP	DIADEMA	total do pedido galão quimional 3100 peças sendo :  ,		VI	VZ	VZ	VZ	552	Finalizada
SANDRA	THINSOL QUIMICA INDL. LTDA	900.0177.01.0	40102013	Finalizada	900ML- THINSOL  LINHA  SOLVENTES	61692013	900	900ML-83,5.	LATA	19/03/2013	19/03/2013	23/03/2013	24/03/2013	26/03/2013	30000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		AZUL TOZAN	VERMELHO LINOVA	PRETO	AMARELO EUROPA						Ø24	NÃO	30000	25512	06/04/2013	22964	4488	61692013	SP	PEDERNEIRAS			NAT	VEX	VEX		25512	Finalizada
CLAUDIO FRANCO DA ROCHA	DIPIERO PRODUTOS PARA MARMORARIA LTDA - ME	361.1540.01.0	40142013	Finalizada	3,6S- NATURAL  S/VZ	61702013	361	GALÃO-S.	LATA	19/03/2013	18/03/2013	22/03/2013	23/03/2013	25/03/2013	240	63	4				SEM VZ INTERNO												Ø42	NÃO	240	240	18/04/2013	23263	0	61702013	SP	SOROCABA	BICO Ø42MM LATERAL	SOLDA	NAT	VEX	VEX	VEX	240	Finalizada
FABIO	COATMARINE DE S.JOÃO DO MERITTI TINTAS	361.1263.01.0	40022013	Finalizada	3,6S- COAT MARINE	61712013	361	GALÃO-S.	LATA	19/03/2013	18/03/2013	22/03/2013	23/03/2013	25/03/2013	1500	394	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL PREPARADO									FA	NÃO	1500	1604	16/04/2013	23219	-104	61712013	RJ	SÃO JOÃO DO MERITTI			NAT	VEX	VEX	VEX	1604	Finalizada
FABIO	POLIFILM IND. E COM. DE TINTAS E VERN.LTDA	900.1540.01.0	40042013	Finalizada	900ML-  NATURAL  (SOJA)	61722013	900	900ML-83,5.	LATA	19/03/2013	14/03/2013	18/03/2013	19/03/2013	21/03/2013	630	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		PRETO									Ø24	NÃO	630	630	09/04/2013	23000	0	61722013	SP	GUARULHOS		SOLDA	NAT	VEX	VEX		630	Finalizada
FABIO	POLIFILM IND. E COM. DE TINTAS E VERN.LTDA	361.0231.01.0	40052013	Finalizada	3,6S- POLIFILM TINTAS  ESPECIAIS	61732013	361	GALÃO-S.	LATA	19/03/2013	18/03/2013	22/03/2013	23/03/2013	25/03/2013	2500	656	4				SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AZUL PREPARADO	OURO PREPARADO	BRANCO BRILTINTAS	BRANCO BRILTINTAS 2ªPASS					FA	NÃO	2500	2634	23/04/2013	23414	-134	61732013	SP	GUARULHOS		SOLDA	NAT	VEX	VEX	VEX	2634	Finalizada
SANDRA	MAZA PRODUTOS QUIMICOS LTDA	361.0136.19.0	40182013	Finalizada	3,6S - MAZA LINHA AUTOMOTIVA S/ALCA	61742013	361	GALÃO-S.	LATA	19/03/2013	15/03/2013	19/03/2013	20/03/2013	22/03/2013	3000	788	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	PRETO RETICULADO	AZUL EUROPA	MAGENTA EUROPA	AMARELO BANDEIRA	VERMELHO MAZA				FA	NÃO	3000	2839	26/03/2013	22661	161	61742013	SP	MOCOCA		SOLDA	NAT	VEX	VEX	VEX	2839	Finalizada
DALTON	KILLING S/A  TINTAS E ADESIVOS	360.1233.03.0	40162013	Finalizada	3,6A - KILLING LINHA INDUSTRIAL	61752013	360	GALÃO-A.	LATA	19/03/2013	15/03/2013	19/03/2013	20/03/2013	22/03/2013	1104	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO												FA	NÃO	1104	1104	25/03/2013	22599	0	61752013	RS	NOVO HAMBURGO		AGRAFADO	NAT	VEX	VEX	VEX	1104	Finalizada
SANDRA	MAZA PRODUTOS QUIMICOS LTDA	361.0136.07.0	40272013	Finalizada	3,6S- MAZALUX  ESMALTE SINTETICO RAPIDO	61762013	361	GALÃO-S.	LATA	20/03/2013	19/03/2013	23/03/2013	24/03/2013	26/03/2013	3000	788	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO BANDEIRA	MAGENTA EUROPA	VERMELHO MAZA	PRETO RETICULADO	PRETO					FA	NÃO	3000	3000	12/04/2013	23106	0	61762013	SP	MOCOCA		SOLDA	NAT	VEX	VEX	VEX	3000	Finalizada
SANDRA	MAZA PRODUTOS QUIMICOS LTDA	900.0136.09.0	40302013	Finalizada	900ML- MAZADUR  POLIES/POLIU. Ø42	61772013	900	900ML-83,5.	LATA	20/03/2013	27/03/2013	31/03/2013	01/04/2013	03/04/2013	15000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO BANDEIRA	MAGENTA EUROPA	VERMELHO MAZA	VERDE PREPARADO	PRETO RETICULADO	PRETO				Ø42	NÃO	15000	15134	02/04/2013	22841	-134	61772013	SP	MOCOCA		SOLDA	NAT	VEX	VEX		15134	Finalizada
SANDRA	MAZA PRODUTOS QUIMICOS LTDA	900.0136.09.0	40312013	Finalizada	900ML- MAZADUR  POLIES/POLIU. Ø42	61782013	900	900ML-83,5.	LATA	20/03/2013	27/03/2013	31/03/2013	01/04/2013	03/04/2013	15000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO BANDEIRA	MAGENTA EUROPA	VERMELHO MAZA	VERDE PREPARADO	PRETO RETICULADO	PRETO				Ø24	NÃO	15000	15000	02/04/2013	22841	0	61782013	SP	MOCOCA		SOLDA	NAT	VEX	VEX		15000	Finalizada
DALTON	FORMILINE IND. DE LAMINADOS LTDA	361.0430.04.0	40342013	Finalizada	3,6S- EM138  LEO ADESIVO DE CONTATO	61792013	361	GALÃO-S.	LATA	20/03/2013	15/03/2013	19/03/2013	20/03/2013	22/03/2013	7000	1838	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AZUL DURAMAR	PRETO	AMARELO BANDEIRA						FA	SIM	7000				7000		SP	SUZANO		SOLDA	NAT	VEX	VEX	VEX	0	Finalizada
DALTON	FORMILINE IND. DE LAMINADOS LTDA	361.0430.05.0	40342013	Finalizada	3,6S- EM020  BIQ COLA BERTONCINI 1133 	61802013	361	GALÃO-S.	LATA	20/03/2013	15/03/2013	19/03/2013	20/03/2013	22/03/2013	5000	1312	4			ESM.BRANCO FORMICA	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO PREPARADO	AZUL PREPARADO								FA	SIM	5000	5000	22/03/2013	22568	0	61802013	SP	SUZANO		SOLDA	NAT	VEX	VEX	VEX	5000	Finalizada
DALTON	FORMILINE IND. DE LAMINADOS LTDA	361.0430.06.0	40342013	Finalizada	3,6S- EM078  PLACA  CENTRO  MASISA  COLA	61812013	361	GALÃO-S.	LATA	20/03/2013	15/03/2013	19/03/2013	20/03/2013	22/03/2013	2000	525	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AZUL ESCALA	LARANJA RILAPLAST							FA	SIM	2000	2000	22/03/2013	22568	0	61812013	SP	SUZANO		SOLDA	NAT	VEX	VEX	VEX	2000	Finalizada
FABIO	VELOZ QUIM. DERIV. PETR. E SOLV. LTDA	141.0302.09.0	40252013	Finalizada	¼GLS- VELOZ  ESMALTE  BRILHANTE  PINTE  FACIL	61822013	141	¼  (S).	LATA	20/03/2013	21/03/2013	25/03/2013	26/03/2013	28/03/2013	15000	1125	14				SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERMELHO LINOVA	BRANCO OPACO	BRANCO OPACO 2ªPASS						FA	NÃO	15000	14856	18/04/2013	23265	144	61822013	PA	BENEVIDES			NAT	VEX	VEX	VEX	14856	Finalizada
FABIO	VELOZ QUIM. DERIV. PETR. E SOLV. LTDA	361.0302.10.0	40242013	Finalizada	3,6S- VELOZ  RENOVE  STANDARD	61832013	361	GALÃO-S.	LATA	20/03/2013	20/03/2013	24/03/2013	25/03/2013	27/03/2013	5000	1312	4		EPOXI FENOLICO	ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		MAGENTA EUROPA	AZUL EUROPA	AMARELO ESCALA	VERDE PREPARADO						FA	NÃO	5000	3967	06/04/2013	22972	1033	61832013	PA	BENEVIDES		SOLDA	VI	VZ	VZ	VZ	3967	Finalizada
FABIO	VELOZ QUIM. DERIV. PETR. E SOLV. LTDA	361.0302.13.0	40242013	Finalizada	3,6S- VELOZ  ESMALTE BRILHANTE  PINTE  FACIL	61842013	361	GALÃO-S.	LATA	20/03/2013	20/03/2013	24/03/2013	25/03/2013	27/03/2013	4000	1050	4				SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	BRANCO OPACO	PRETO	BRANCO OPACO 2ªPASS						FA	NÃO	4000	3850	18/04/2013	23265	150	61842013	PA	BENEVIDES			NAT	VEX	VEX	VEX	3850	Finalizada
DALTON	MAXI-RUBBER IND. QUIMICA LTDA	141.0138.14.0	40382013	Finalizada	¼GLS- ME198  MAXI COLOURS  PRETO SEMI-BRILHO  	61852013	141	¼  (S).	LATA	20/03/2013	16/03/2013	20/03/2013	21/03/2013	23/03/2013	10000	750	14			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL DURAMAR	MAGENTA EUROPA	AMARELO EUROPA	PRETO RETICULADO	PRETO					FA	SIM	10000				10000		SP	DIADEMA		SOLDA	NAT	VEX	VEX	VEX	0	Finalizada
DALTON	MAXI-RUBBER IND. QUIMICA LTDA	139.0138.01.1	40392013	Finalizada	MP900- ME306N MAXI RUBBER MASSA POLIESTER  900G 	61862013	139	Ø139-MARMITA.	LATA	20/03/2013	16/03/2013	20/03/2013	21/03/2013	23/03/2013	15000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERMELHO LINOVA	ALUMINIO 6700							TP	NÃO	15000				15000		SP	DIADEMA		AGRAFADO	NAT	VEX	VEX		0	Finalizada
